state, district, state_name, party, representative, obama_raw, romney_raw, other_raw, romney_percentage, obama_percentage, romney_percentage, other_percentage
South Carolina,7,South Carolina,R,Tom Rice,124663,152518,2858,44.52,54.46,1.02,
South Carolina,2,South Carolina,R,Joe Wilson,112068,166006,4037,39.72,58.84,1.43,
South Carolina,1,South Carolina,R,Mark Sanford,123830,171543,4611,41.28,57.18,1.54,
South Carolina,6,South Carolina,D,James E. Clyburn,190698,83650,2913,68.78,30.17,1.05,
Rhode Island,2,Rhode Island,D,James R. Langevin,138382,88482,4344,59.85,38.27,1.88,
Rhode Island,1,Rhode Island,D,David N. Cicilline,141295,68722,3443,66.19,32.19,1.61,
Pennsylvania,9,Pennsylvania,R,Bill Shuster,100616,176206,3666,35.87,62.82,1.31,
Pennsylvania,5,Pennsylvania,R,Glenn Thompson,120135,165591,4932,41.33,56.97,1.7,
Pennsylvania,18,Pennsylvania,R,Tim Murphy,142039,200825,3690,40.99,57.95,1.06,
Pennsylvania,12,Pennsylvania,R,Keith J. Rothfus,142035,200537,4312,40.95,57.81,1.24,
Pennsylvania,14,Pennsylvania,D,Michael F. Doyle,230886,104133,4674,67.97,30.66,1.38,
Pennsylvania,10,Pennsylvania,R,Tom Marino,109518,170871,4085,38.5,60.07,1.44,
Pennsylvania,17,Pennsylvania,D,Matt Cartwright,156011,121865,3812,55.38,43.26,1.35,
Pennsylvania,11,Pennsylvania,R,Lou Barletta,129581,156540,4448,44.6,53.87,1.53,
Pennsylvania,4,Pennsylvania,R,Scott Perry,129588,178417,4441,41.48,57.1,1.42,
Pennsylvania,8,Pennsylvania,R,Michael G. Fitzpatrick,177940,178195,4454,49.35,49.42,1.24,
Pennsylvania,15,Pennsylvania,R,Charles W. Dent,147234,156165,4150,47.87,50.78,1.35,
Pennsylvania,7,Pennsylvania,R,Patrick Meehan,178265,180980,4004,49.08,49.82,1.1,
Pennsylvania,16,Pennsylvania,R,Joseph R. Pitts,141786,163897,4323,45.74,52.87,1.39,
Pennsylvania,6,Pennsylvania,R,Jim Gerlach,158899,166814,4293,48.15,50.55,1.3,
Pennsylvania,2,Pennsylvania,D,Chaka Fattah,338489,33530,2391,90.41,8.96,0.64,
Pennsylvania,13,Pennsylvania,D,Allyson Y. Schwartz,210621,104706,2940,66.18,32.9,0.92,
Pennsylvania,1,Pennsylvania,D,Robert A. Brady,244148,50043,2547,82.28,16.86,0.86,
Pennsylvania,3,Pennsylvania,R,Mike Kelly,132483,171119,4165,43.05,55.6,1.35,
Oregon,2,Oregon,R,Greg Walden,139940,196568,9375,40.46,56.83,2.71,
Oregon,4,Oregon,D,Peter A. DeFazio,188563,163931,11946,51.74,44.98,3.28,
Oregon,5,Oregon,D,Kurt Schrader,173000,161442,8226,50.49,47.11,2.4,
Oregon,1,Oregon,D,Suzanne Bonamici,201018,140406,9540,57.28,40.01,2.72,
Oregon,3,Oregon,D,Earl Blumenauer,267967,91828,12245,72.03,24.68,3.29,
Oklahoma,3,Oklahoma,R,Frank D. Lucas,70346,199390,0,26.08,73.92,0,
Oklahoma,4,Oklahoma,R,Tom Cole,86086,175684,0,32.89,67.11,0,
Oklahoma,1,Oklahoma,R,Jim Bridenstine,98321,188961,0,34.22,65.78,0,
Oklahoma,2,Oklahoma,R,Markwayne Mullin,81179,170983,0,32.19,67.81,0,
Oklahoma,5,Oklahoma,R,James Lankford,107615,156307,0,40.78,59.22,0,
Ohio,5,Ohio,R,Robert E. Latta,159592,195077,7384,44.08,53.88,2.04,
Ohio,4,Ohio,R,Jim Jordan,139225,185508,6651,42.01,55.98,2.01,
Ohio,8,Ohio,R,John A. Boehner,124479,211428,5629,36.45,61.91,1.65,
Ohio,10,Ohio,R,Michael R. Turner,172981,179896,5838,48.22,50.15,1.63,
Ohio,1,Ohio,R,Steve Chabot,168195,190504,4894,46.26,52.39,1.35,
Ohio,15,Ohio,R,Steve Stivers,161190,180360,6251,46.35,51.86,1.8,
Ohio,6,Ohio,R,Bill Johnson,136360,176408,6814,42.67,55.2,2.13,
Ohio,2,Ohio,R,Brad R. Wenstrup,155188,194594,5691,43.66,54.74,1.6,
Ohio,7,Ohio,R,Bob Gibbs,147643,179293,6897,44.23,53.71,2.07,
Ohio,12,Ohio,R,Patrick J. Tiberi,167444,207394,6633,43.89,54.37,1.74,
Ohio,14,Ohio,R,David P. Joyce,179746,192247,5793,47.58,50.89,1.53,
Ohio,16,Ohio,R,James B. Renacci,169128,199669,5451,45.19,53.35,1.46,
Ohio,9,Ohio,D,Marcy Kaptur,217146,99223,5085,67.55,30.87,1.58,
Ohio,11,Ohio,D,Marcia L. Fudge,298498,59616,2576,82.76,16.53,0.71,
Ohio,13,Ohio,D,Tim Ryan,212922,119781,5542,62.95,35.41,1.64,
Ohio,3,Ohio,D,Joyce Beatty,217969,90434,4535,69.65,28.9,1.45,
New York,23,New York,R,Tom Reed,133952,137317,5630,48.38,49.59,2.03,
New York,27,New York,R,Chris Collins,140173,180698,5949,42.89,55.29,1.82,
New York,24,New York,D,Daniel B. Maffei,171502,123534,5585,57.05,41.09,1.86,
New York,22,New York,R,Richard L. Hanna,135172,136500,5545,48.76,49.24,2,
New York,21,New York,D,William L. Owens,138889,122471,4490,52.24,46.07,1.69,
New York,19,New York,R,Christopher P. Gibson,157966,138981,6164,52.11,45.85,2.03,
New York,20,New York,D,Paul Tonko,186460,122230,6342,59.19,38.8,2.01,
New York,18,New York,D,Sean Patrick Maloney,149610,137144,4140,51.43,47.15,1.42,
New York,26,New York,D,Brian Higgins,193362,103743,5283,63.94,34.31,1.75,
New York,25,New York,D,Louise McIntosh Slaughter,187753,125897,5804,58.77,39.41,1.82,
New York,17,New York,D,Nita M. Lowey,167884,123125,3189,57.06,41.85,1.08,
New York,16,New York,D,Eliot L. Engel,197365,68373,2076,73.69,25.53,0.78,
New York,14,New York,D,Joseph Crowley,136783,30978,1791,80.67,18.27,1.06,
New York,11,New York,R,Michael G. Grimm,110092,100812,2315,51.63,47.28,1.09,
New York,10,New York,D,Jerrold Nadler,173647,58992,3179,73.64,25.02,1.35,
New York,13,New York,D,Charles B. Rangel,219354,10558,1868,94.64,4.56,0.81,
New York,15,New York,D,Jos? E. Serrano,171366,5315,448,96.75,3,0.25,
New York,12,New York,D,Carolyn B. Maloney,205891,57564,4197,76.92,21.51,1.57,
New York,9,New York,D,Yvette D. Clarke,202366,33045,2096,85.2,13.91,0.88,
New York,8,New York,D,Hakeem S. Jeffries,209426,23861,1407,89.23,10.17,0.6,
New York,7,New York,D,Nydia M. Vel?zquez,156877,18378,2314,88.35,10.35,1.3,
New York,6,New York,D,Grace Meng,125496,57455,2107,67.81,31.05,1.14,
New York,3,New York,D,Steve Israel,155451,147617,3153,50.76,48.21,1.03,
New York,5,New York,D,Gregory W. Meeks,200006,22026,744,89.78,9.89,0.33,
New York,4,New York,D,Carolyn McCarthy,165876,129049,2765,55.72,43.35,0.93,
New York,2,New York,R,Peter T. King,140817,128791,3055,51.65,47.23,1.12,
New York,1,New York,D,Timothy H. Bishop,146708,145115,3850,49.62,49.08,1.3,
Nevada,2,Nevada,R,Mark E. Amodei,131542,155187,6747,44.82,52.88,2.3,
Nevada,3,Nevada,R,Joseph J. Heck,140503,138234,4916,49.53,48.73,1.73,
Nevada,1,Nevada,D,Dina Titus,123203,60817,3669,65.64,32.4,1.95,
New Mexico,1,New Mexico,D,Michelle Lujan Grisham,155915,111749,14532,55.25,39.6,5.15,
New Mexico,2,New Mexico,R,Stevan Pearce,103438,119168,7785,44.9,51.72,3.38,
New Jersey,2,New Jersey,R,Frank A. LoBiondo,166943,141436,3394,53.55,45.37,1.09,
New Jersey,1,New Jersey,,Office of the First of New Jersey,212199,110420,3519,65.06,33.86,1.08,
New Jersey,4,New Jersey,R,Christopher H. Smith,148827,179886,3600,44.79,54.13,1.08,
New Jersey,12,New Jersey,D,Rush Holt,197814,96734,3228,66.43,32.49,1.08,
New Jersey,11,New Jersey,R,Rodney P. Frelinghuysen,165223,181741,3640,47.13,51.84,1.04,
New Jersey,5,New Jersey,R,Scott Garrett,165243,173298,3800,48.27,50.62,1.11,
New Jersey,9,New Jersey,D,Bill Pascrell Jr.,170152,77135,2175,68.21,30.92,0.87,
New Jersey,8,New Jersey,D,Albio Sires,162553,41237,1953,79.01,20.04,0.95,
New Jersey,10,New Jersey,D,Donald M. Payne Jr.,236041,35627,1641,86.36,13.04,0.6,
New Jersey,7,New Jersey,R,Leonard Lance,158181,177438,4003,46.58,52.25,1.18,
New Jersey,6,New Jersey,D,Frank Pallone Jr.,162898,99415,3087,61.38,37.46,1.16,
New Hampshire,1,New Hampshire,D,Carol Shea-Porter,179148,173419,4245,50.21,48.6,1.19,
New Hampshire,2,New Hampshire,D,Ann M. Kuster,190413,156499,4675,54.16,44.51,1.33,
Nebraska,3,Nebraska,R,Adrian Smith,72110,182067,5046,27.82,70.24,1.95,
Nebraska,1,Nebraska,R,Jeff Fortenberry,108082,152021,4609,40.83,57.43,1.74,
Nebraska,2,Nebraska,R,Lee Terry,121889,140976,3862,45.7,52.85,1.45,
North Dakota,(at Large),North Dakota,R,Kevin Cramer,124490,187586,7749,38.9,58.7,2.4,
District of Columbia,,,,,0,0,0,0,0,0,
Missouri,8,Missouri,R,Jason T. Smith,97786,201315,6523,32,65.87,2.13,
Missouri,6,Missouri,R,Sam Graves,130554,205273,7086,38.07,59.86,2.07,
Missouri,7,Missouri,R,Billy Long,98869,220114,6846,30.34,67.56,2.1,
Kentucky,2,Kentucky,R,Brett Guthrie,103459,186181,4641,35.16,63.27,1.58,
Maine,1,Maine,D,Chellie Pingree,224023,143431,8504,59.59,38.15,2.26,
Connecticut,4,Connecticut,D,James A. Himes,170827,136527,2735,55.09,44.03,0.88,
Kentucky,4,Kentucky,R,Thomas Massie,108484,196963,5583,34.88,63.33,1.8,
Hawaii,1,Hawaii,D,Colleen W. Hanabusa,151023,62875,2773,69.7,29.02,1.28,
North Carolina,9,North Carolina,R,Robert Pittenger,164095,215688,3830,42.78,56.23,1,
North Carolina,13,North Carolina,R,George Holding,172226,217021,3995,43.8,55.19,1.02,
North Carolina,7,North Carolina,D,Mike McIntyre,136092,202259,3094,39.86,59.24,0.91,
North Carolina,1,North Carolina,D,G. K. Butterfield,245465,96066,1793,71.5,27.98,0.52,
North Carolina,3,North Carolina,R,Walter B. Jones,130060,183910,3179,41.01,57.99,1,
Florida,27,Florida,R,Ileana Ros-Lehtinen,129172,113165,1224,53.03,46.46,0.5,
New Jersey,3,New Jersey,R,Jon Runyan,179027,163202,3583,51.77,47.19,1.04,
Maryland,2,Maryland,D,C. A. Dutch Ruppersberger,192264,112873,6140,61.77,36.26,1.97,
North Carolina,6,North Carolina,R,Howard Coble,154046,214788,3768,41.34,57.65,1.01,
North Carolina,12,North Carolina,,Office of the Twelfth of North Carolina,250353,66682,2136,78.44,20.89,0.67,
North Carolina,4,North Carolina,D,David E. Price,258212,99063,4212,71.43,27.4,1.17,
North Carolina,8,North Carolina,R,Richard Hudson,126202,178774,2874,40.99,58.07,0.93,
New Mexico,3,New Mexico,D,Ben Ray Luj?n,155982,104871,10318,57.52,38.67,3.8,
Colorado,2,Colorado,D,Jared Polis,255209,174095,11348,57.92,39.51,2.58,
California,7,California,D,Ami Bera,145147,133888,6962,50.75,46.81,2.43,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
Hawaii,2,Hawaii,D,Tulsi Gabbard,155635,58140,4251,71.38,26.67,1.95,
